smiles,Conjugated Rings Count
O=C1C=C([Yb])C(=O)c2ccccc21,2
C[Yb],0
[Yb]c1c([Lu])ccc([Ta])c1[W],1
[Yb]c1coc([Lu])n1,1
[Yb]c1ccc([Lu])cc1,1
O=C1C=CC(=O)C([Yb])=C1,1
O=C1C=CC(=O)C([Yb])=C1,1
C[Yb],0
C[Yb],0
[Yb]n1c([Lu])nc2ccc([Ta])cc21,2
OC([Yb])[Lu],0
[Yb]c1cccc([Lu])c1,1
[Yb]C1=Cc2ccccc2C1,1
C#C[Yb],0
[Yb]c1ccnc2cnncc12,2
[Yb]NCO[Lu],0
[Yb]c1ccc([Lu])cc1,1
O=C1C=CC(=O)C([Yb])=C1,1
O=C1c2ccccc2C(=O)N1[Yb],2
CN([Yb])[Lu],0
[Yb]c1ccc([Lu])cc1,1
O=C1C=CC(=O)C([Yb])=C1,1
[Yb]c1cccc2ncncc12,2
[Yb]c1[nH]ccc1[Lu],1
[Yb]c1ccc([Lu])cc1,1
O=C1C=CC(=O)C([Yb])=C1,1
[O-][Yb],0
[Yb]c1cccc2c([Lu])cccc12,2
O=CN([Yb])[Lu],0
[Yb]c1ccc([Lu])cc1,1
O=C1C=CC(=O)C([Yb])=C1,1
C[Yb],0
[Yb]c1nc2sc([Lu])c([Ta])c2c([W])c1[Re],2
N#C[Yb],0
N[Yb],0
O=CC([Yb])C[Lu],0
[Yb][n+]1ccc([Lu])c2ccccc21,2
C[Yb],0
C[Yb],0
C[Yb],0
C[N+](C)=C1C=CC2=Cc3ccc([Yb])cc3C([Lu])([Ta])C2=C1,2
C[Yb],0
[Yb]O[Lu],0
O=c1c2n[nH]nc2c([Lu])nn1[Yb],2
C[Yb],0
[O-][Yb],0
[Yb]c1ccc2ccc([Lu])cc2c1,2
[Yb]c1ccc([Lu])cc1,1
O=C1C=CC(=O)C([Yb])=C1,1
N[Yb],0
[Yb]n1cc([Lu])cc1[Ta],1
[Yb]c1ccc([Lu])cc1,1
[Yb]N=N[Lu],0
[Yb]c1ccc([Lu])cc1,1
N#C[Yb],0
C[Yb],0
N[Yb],0
[Yb]c1[nH]c([Lu])cc1[Ta],1
O[Yb],0
[Yb]c1ccc([Lu])cc1,1
[Yb]N=N[Lu],0
[Yb]c1ccc([Lu])cc1,1
N#C[Yb],0
C[Yb],0
C[N+](C)=C1C=CC2=Cc3ccc([Yb])cc3C([Lu])([Ta])C2=C1,2
C[Yb],0
C[Si](C)([Yb])[Lu],0
[Yb]c1ccc([Lu])cc1,1
C[Yb],0
[Yb]c1ccnc2ccccc12,2
[Yb]c1nn[n-]c1[Lu],1
