smiles,Conjugated Rings Count
N=c1nnn([Yb])nn1,1
[Yb]c1ccccc1,1
[Yb]c1c2ccccc2c2n1[B-]([Lu])([Ta])[N+]1=C([W])c3ccccc3C1=N2,4
F[Yb],0
F[Yb],0
[Yb]c1cnc([Lu])[nH]1,1
[O-][Yb],0
[Yb]c1ccccc1,1
[Yb]c1c2ccccc2c2n1[B-]([Lu])([Ta])[N+]1=C([W])c3ccccc3C1=N2,4
F[Yb],0
F[Yb],0
[Yb]C1=NCCN1[Lu],0
N[Yb],0
[Yb]c1ccccc1,1
[Yb]c1c2ccccc2c2n1[B-]([Lu])([Ta])[N+]1=C([W])c3ccccc3C1=N2,4
F[Yb],0
F[Yb],0
O=C(O)[Yb],0
[Yb]c1ccccc1,1
[Yb]c1c2ccccc2c2n1[B-]([Lu])([Ta])[N+]1=C([W])c3ccccc3C1=N2,4
F[Yb],0
F[Yb],0
[Yb]c1n[nH]c([Lu])n1,1
N[Yb],0
[Yb]c1ccccc1,1
[Yb]c1c2ccccc2c2n1[B-]([Lu])([Ta])[N+]1=C([W])c3ccccc3C1=N2,4
F[Yb],0
F[Yb],0
[Yb]c1cc([Lu])no1,1
N[Yb],0
[Yb]c1ccccc1,1
[Yb]c1c2ccccc2c2n1[B-]([Lu])([Ta])[N+]1=C([W])c3ccccc3C1=N2,4
F[Yb],0
F[Yb],0
NC(=O)C[Yb],0
[Yb]c1ccccc1,1
[Yb]c1c2ccccc2c2n1[B-]([Lu])([Ta])[N+]1=C([W])c3ccccc3C1=N2,4
F[Yb],0
F[Yb],0
[Yb]c1conc1[Lu],1
N[Yb],0
[Yb]c1ccccc1,1
[Yb]c1c2ccccc2c2n1[B-]([Lu])([Ta])[N+]1=C([W])c3ccccc3C1=N2,4
F[Yb],0
F[Yb],0
[Yb]c1[nH]cnc1[Lu],1
[O-][Yb],0
[Yb]c1ccccc1,1
[Yb]c1c2ccccc2c2n1[B-]([Lu])([Ta])[N+]1=C([W])c3ccccc3C1=N2,4
F[Yb],0
F[Yb],0
[Yb]c1cnn([Lu])n1,1
N[Yb],0
[Yb]c1ccccc1,1
[Yb]c1c2ccccc2c2n1[B-]([Lu])([Ta])[N+]1=C([W])c3ccccc3C1=N2,4
F[Yb],0
F[Yb],0
O=c1cnc([Yb])n[nH]1,1
[Yb]c1ccccc1,1
[Yb]c1c2ccccc2c2n1[B-]([Lu])([Ta])[N+]1=C([W])c3ccccc3C1=N2,4
F[Yb],0
F[Yb],0
[Yb]c1ccnn1[Lu],1
O[Yb],0
[Yb]c1ccccc1,1
[Yb]c1c2ccccc2c2n1[B-]([Lu])([Ta])[N+]1=C([W])c3ccccc3C1=N2,4
F[Yb],0
F[Yb],0
[Yb]c1[nH]nnc1[Lu],1
N#C[Yb],0
[Yb]c1ccccc1,1
[Yb]c1c2ccccc2c2n1[B-]([Lu])([Ta])[N+]1=C([W])c3ccccc3C1=N2,4
F[Yb],0
F[Yb],0
[Yb]c1cn([Lu])cn1,1
N[Yb],0
[Yb]c1ccccc1,1
[Yb]c1c2ccccc2c2n1[B-]([Lu])([Ta])[N+]1=C([W])c3ccccc3C1=N2,4
F[Yb],0
F[Yb],0
[Yb]c1c[nH]c([Lu])n1,1
[O-][Yb],0
[Yb]c1ccccc1,1
[Yb]c1c2ccccc2c2n1[B-]([Lu])([Ta])[N+]1=C([W])c3ccccc3C1=N2,4
F[Yb],0
F[Yb],0
CC(C)([Yb])CC(=O)[O-],0
[Yb]c1ccccc1,1
[Yb]c1c2ccccc2c2n1[B-]([Lu])([Ta])[N+]1=C([W])c3ccccc3C1=N2,4
F[Yb],0
F[Yb],0
[Yb]c1c[nH]nc1[Lu],1
[O-][Yb],0
[Yb]c1ccccc1,1
